ID,NAMEEQ,NAMEnoEQ,RESPONSE,NOELEC,DISTRICT,PARTY,INCUMB,TERM,SEX,AGE,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q3_1_1,Q3_1_2,Q3_1_3,Q3_1_4,Q3_1_5,Q3_1_6,Q3_1_7,Q3_1_8,Q3_1_9,Q3_1_10,Q3_1_11,Q3_2_1,Q3_2_2,Q3_2_3,Q3_2_4,Q3_2_5,Q3_2_6,Q3_2_7,Q3_2_8,Q3_2_9,Q3_2_10,Q3_2_11,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7,SQ7_1,SQ7_2,SQ7_3,SQ7_4,SQ7_5,SQ7_6,SQ7_7,SQ7_8,SQ7_9,SQ7_10,SQ7_11,SQ7_12,SQ7_13,SQ7_14,SQ7_15,SQ7_16,Q8_1,Q8_2,Q8_3,Q8_4,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q1_1_FA,Q1_2_FA,Q1_3_FA,SQ7_16_FA
136,太田＝房江,太田房江,1,0,27,1,3,1,2,68,1,3,6,5,100,30,40,70,20,50,30,95,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,4,2,2,3,2,3,3,4,3,2,2,3,5,3,2,5,3,3,2,4,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,99,99,99,99,1,1,2,3,4,7,7,7,7,5,7,7,99,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,,,,
137,亀石＝倫子,亀石倫子,1,0,27,2,1,0,2,45,0,12,5,3,0,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,4,4,4,4,4,4,4,5,1,1,1,3,3,3,3,3,3,3,5,4,4,4,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,3,3,5,5,5,5,5,7,7,7,7,7,7,7,7,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,,,,
138,にしゃんた＝,にしゃんた,1,0,27,3,1,0,1,50,0,5,7,3,50,60,100,50,50,50,60,25,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,5,2,3,3,3,4,1,1,2,4,5,2,3,4,2,4,4,4,4,5,5,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,3,1,3,4,4,4,4,5,5,7,5,5,5,7,7,7,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,,,,
139,杉＝久武,杉久武,1,0,27,4,3,1,1,43,1,2,13,3,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,5,3,4,2,2,3,2,3,2,2,4,3,3,3,4,2,2,2,3,3,3,4,2,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,3,3,3,2,2,2,3,3,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,
140,辰巳＝孝太郎,辰巳孝太郎,1,0,27,5,3,1,1,42,0,5,7,2,25,75,75,25,100,0,75,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,2,3,5,3,5,1,1,5,5,5,1,1,4,5,3,5,5,5,3,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,5,5,5,5,5,5,7,7,7,7,7,7,7,7,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,,,,
141,梅村＝みずほ,梅村みずほ,1,0,27,6,1,0,2,40,1,5,11,1,60,30,50,50,0,100,0,70,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,4,4,3,1,2,2,2,3,2,3,3,3,3,3,1,1,4,2,1,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99,99,99,99,4,1,2,1,5,4,4,4,4,4,7,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,
142,東＝徹,東徹,1,0,27,6,3,1,1,52,1,5,11,10,60,30,50,50,0,100,0,70,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,4,4,3,1,2,2,2,3,2,3,3,3,3,3,1,1,4,2,1,2,3,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,4,2,2,4,1,2,1,5,7,6,7,99,99,99,7,7,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,,,,
143,数森＝圭吾,数森圭吾,1,0,27,9,1,0,1,39,0,2,11,12,55,100,10,10,5,25,100,55,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,2,2,2,2,2,3,4,5,3,1,2,2,5,3,1,3,5,2,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,5,3,5,5,4,6,6,6,6,6,7,7,6,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,
144,尾崎＝全紀,尾崎全紀,1,0,27,12,1,0,1,48,0,8,2,5,30,35,30,30,35,15,25,30,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,
145,足立＝美生代,足立美生代,0,0,27,13,1,0,2,47,0,99,99,99,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
146,佐々木＝一郎,佐々木一郎,1,0,27,14,1,0,1,68,0,7,6,5,0,5,0,0,10,0,10,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,5,5,99,5,5,1,1,5,1,1,3,3,5,5,1,5,3,1,5,5,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,99,5,5,5,5,5,5,7,6,7,7,7,4,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,天皇制廃止に向けて第一章で国民主権を明記
147,浜田＝健,浜田健,1,0,27,15,1,0,1,53,0,16,99,99,50,50,50,50,50,50,50,50,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,安楽死制度の検討,,,
148,加田＝裕之,加田裕之,1,0,28,1,1,0,1,49,1,16,99,99,100,999,999,999,999,999,999,100,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,99,99,99,2,1,99,3,3,3,3,3,2,3,3,5,2,3,5,99,99,99,99,99,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,99,99,99,99,2,2,2,2,2,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,重視するというよりもどの項目も「待ったなし」の状態で取り組まなければならない課題だと思います。,,,
149,安田＝真理,安田真理,1,0,28,2,1,0,2,41,0,16,12,15,5,98,85,20,50,5,80,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,3,5,3,3,3,4,5,1,1,2,4,4,2,2,3,4,2,4,5,4,3,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,3,2,5,4,5,5,5,5,5,5,5,5,5,7,7,6,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,暮らしへの「安心」を創出（持続可能な経済政策：保育・教育、年金・医療・介護、雇用、財政健全化など）,,,
150,高橋＝光男,高橋光男,1,0,28,4,1,0,1,42,1,10,3,5,80,20,20,100,0,50,20,80,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,4,4,2,2,3,2,4,2,2,3,2,2,2,3,2,2,2,4,3,3,4,2,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,4,2,3,2,1,1,2,2,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,
151,金田＝峰生,金田峰生,1,0,28,5,1,0,1,53,0,6,5,7,0,100,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,5,4,5,2,3,5,3,5,1,1,3,5,4,1,1,4,5,3,5,5,5,3,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,3,5,5,5,5,5,99,99,99,99,99,7,7,7,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,,,,
152,清水＝貴之,清水貴之,1,0,28,6,3,1,1,45,1,5,11,1,60,30,50,50,0,100,0,70,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,4,4,3,1,2,2,2,3,2,3,3,3,3,3,1,1,4,2,1,2,3,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,4,1,2,1,5,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
153,原＝博義,原博義,0,0,28,12,1,0,1,47,0,99,99,99,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
154,堀井＝巌,堀井巌,1,0,29,1,3,1,1,53,1,6,3,1,100,50,50,100,50,75,50,100,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,3,3,3,2,3,4,3,3,3,3,3,2,3,3,3,3,3,5,3,3,3,3,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,99,99,99,99,1,1,1,1,1,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,
155,田中＝孝子,田中孝子,1,0,29,9,1,0,2,64,0,16,16,16,60,20,20,40,10,40,20,70,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,1,3,1,2,2,5,3,3,3,1,1,5,5,1,1,2,5,4,3,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,3,3,3,3,2,5,4,3,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,経済成長ー減税（消費税5％引き下げ、法人実効税率減税）や、規制緩和を行い、奈良の経済を豊かにする。,国防・防災―憲法９条改正し、近隣諸国からの防衛と、天災に備えた安心・安全な国を目指す。,社会保障・教育再生ー愛国心を育む教育により未来を拓く人材養成と、公的医療制度・年金制度を見直して生涯現役で活躍する社会を目指す。,行政は、国民投票による大統領制により執行される。大統領の選出法及び任期は、法律によってこれを定める。
156,西田＝一美,西田一美,1,0,29,11,1,0,2,58,0,6,5,7,0,90,90,50,50,50,90,0,99,99,99,99,99,99,99,99,99,99,99,0,0,0,0,0,0,0,0,0,0,1,3,4,3,4,2,2,2,4,5,1,1,2,3,4,3,3,3,2,3,5,4,2,2,3,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,2,1,3,5,4,5,4,5,7,7,99,7,7,7,7,7,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,
157,世耕＝弘成,世耕弘成,1,0,30,1,3,4,1,56,1,16,3,15,100,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,3,5,3,2,2,2,2,5,1,1,3,1,3,5,5,2,1,5,4,4,3,3,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,3,3,3,1,1,1,1,1,7,7,7,7,7,7,7,7,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,経済政策,,,
158,藤井＝幹雄,藤井幹雄,1,0,30,11,1,0,1,58,0,12,5,6,0,80,80,20,70,0,70,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,2,2,5,2,5,1,2,2,5,4,3,2,3,4,2,4,4,3,3,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,2,2,5,5,5,5,5,5,5,4,99,5,1,6,6,7,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,,,,
159,舞立＝昇治,舞立昇治,1,0,31,1,3,1,1,43,1,16,16,16,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,99,99,4,1,1,99,99,99,99,99,99,2,99,99,99,99,99,5,99,99,99,99,99,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,99,99,99,99,2,2,2,2,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,人口減少対策,地方創生,憲法改正を含む参議院の合区解消（衆議院における行政区画を尊重した区割り改定ができる環境の整備を含む）,自衛権の行使及び自衛隊の保持に関する必要な規定を整備する
160,中林＝佳子,中林佳子,1,0,31,11,1,0,2,73,0,12,4,15,0,45,40,0,100,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,2,3,5,3,5,1,1,5,5,5,1,1,4,5,3,5,5,5,3,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,2,4,5,5,5,5,5,7,7,7,7,7,7,7,7,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,,,,
161,黒瀬＝信明,黒瀬信明,1,0,31,12,1,0,1,34,0,12,2,5,10,10,10,10,10,10,10,50,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,3,1,1,1,1,1,5,1,1,1,1,5,5,1,1,5,5,3,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5,1,1,1,1,1,5,5,5,7,7,7,7,7,7,7,4,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,
162,石井＝正弘,石井正弘,1,0,32,1,3,1,1,73,1,13,11,3,100,999,999,100,999,999,999,100,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,4,3,5,2,3,3,4,3,2,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,3,3,3,3,1,1,1,1,1,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,
163,原田＝謙介,原田謙介,1,0,32,2,1,0,1,33,0,5,6,10,10,90,70,20,70,20,70,10,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,3,4,4,2,2,5,1,1,2,5,5,5,1,4,1,5,3,4,2,4,4,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,2,5,4,4,4,4,5,7,7,7,7,7,7,7,7,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,,,,
164,越智＝寛之,越智寛之,1,0,32,12,1,0,1,45,0,16,99,99,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,5,3,3,3,3,1,3,3,1,3,2,2,5,5,3,3,1,1,3,3,3,5,3,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,ＮＨＫから国民を守る党を応援すること,,,
165,河井＝案里,河井案里,1,0,33,1,1,0,2,45,1,13,7,6,100,0,0,100,0,80,0,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,5,1,1,3,2,5,3,3,3,1,4,5,3,2,1,5,3,2,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,2,1,1,1,1,1,7,7,7,7,7,7,7,99,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,
166,溝手＝顕正,溝手顕正,1,0,33,1,3,5,1,76,0,16,13,16,100,25,25,90,0,70,25,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,3,2,2,3,2,3,3,3,3,2,3,3,4,4,2,3,2,3,4,3,2,2,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,2,3,2,3,2,2,2,2,2,5,5,5,5,5,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,景気対策よる所得格差、地方格差の解消,,人口減少対策,
167,高見＝篤己,高見篤己,1,0,33,5,1,0,1,67,0,7,6,12,10,80,80,10,100,10,80,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,2,3,5,3,5,1,1,5,5,5,1,1,4,5,3,5,5,5,3,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,2,5,5,5,5,4,5,6,6,7,6,4,6,6,7,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,,,,
168,玉田＝憲勲,玉田憲勲,1,0,33,11,1,0,1,61,0,16,12,10,0,25,10,5,50,10,50,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,5,5,2,5,3,5,3,4,5,1,1,1,5,5,2,1,5,4,1,1,5,4,5,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,3,3,5,5,5,5,5,4,1,1,1,1,7,7,3,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,選挙制度改革,,,
169,森本＝真治,森本真治,1,0,33,11,3,1,1,46,1,16,6,5,999,100,100,999,999,999,100,999,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,3,2,3,2,3,1,2,3,4,99,99,99,4,2,4,2,5,5,5,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,3,1,3,5,5,5,5,5,7,7,7,7,7,7,7,6,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,家計第一の経済対策,,,
170,加陽＝輝実,加陽輝実,1,0,33,12,1,0,1,69,0,16,10,12,75,25,50,50,50,25,25,75,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,2,3,2,1,1,2,2,3,4,5,1,1,2,2,5,5,1,1,5,5,2,2,4,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,5,3,3,2,4,4,4,2,3,6,2,6,5,4,4,5,99,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,ＮＨＫ問題,,,
171,泉＝安政,泉安政,1,0,33,14,1,0,1,66,0,7,2,12,0,10,0,0,0,0,20,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,3,5,5,2,4,5,1,1,1,3,5,4,1,5,3,1,5,3,1,5,5,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,3,3,3,5,5,5,5,5,5,2,2,7,2,7,6,7,7,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,,,,憲法１条に国民主権を明記する
172,林＝芳正,林芳正,1,0,34,1,3,4,1,58,1,99,99,99,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,5,99,99,99,99,1,99,99,99,99,99,99,99,99,99,99,99,1,99,99,99,99,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,3,3,3,3,2,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
173,大内＝一也,大内一也,1,0,34,3,1,0,1,45,0,7,5,6,20,90,100,30,70,40,80,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,5,3,2,2,2,4,1,1,3,4,4,3,2,3,2,1,4,4,2,2,3,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,3,3,3,4,5,5,5,5,7,7,5,7,7,7,7,6,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,,,,
174,河井＝美和子,河井美和子,1,0,34,9,1,0,2,56,0,1,2,5,25,0,0,0,0,25,0,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,2,2,3,4,3,1,1,4,5,2,1,4,5,3,3,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,5,5,4,4,5,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,,,,
175,竹本＝秀之,竹本秀之,1,0,34,11,1,0,1,63,0,2,6,7,30,30,30,20,50,0,20,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,3,4,3,5,1,1,3,4,5,1,4,3,5,5,3,1,1,3,3,5,5,3,1,3,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,1,1,5,5,5,5,5,4,4,4,6,6,6,7,7,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,,,,
176,高野＝光二郎,高野光二郎,1,0,35,1,3,1,1,44,1,13,4,5,75,25,30,60,10,30,25,60,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,3,2,2,1,2,4,4,2,4,5,1,2,2,2,2,3,3,5,2,3,3,4,3,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,3,3,2,3,2,2,4,4,5,6,5,4,5,5,6,6,99,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,,,,
177,松本＝顕治,松本顕治,1,0,35,11,1,0,1,35,0,7,6,5,40,90,90,40,100,40,90,40,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,3,3,5,3,5,1,1,3,3,5,1,1,3,5,3,5,5,5,3,5,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,3,5,5,5,5,5,5,7,7,7,7,7,7,7,7,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,,,,
178,野村＝秀邦,野村秀邦,1,0,35,11,1,0,1,69,0,1,6,5,25,60,50,30,80,25,70,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,5,5,5,1,3,5,4,5,4,2,2,2,5,4,2,1,5,1,5,5,5,2,4,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,1,5,5,5,5,5,5,5,1,1,99,1,1,1,7,99,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,
179,石川＝新一郎,石川新一郎,1,0,35,12,1,0,1,65,0,16,16,99,50,50,50,10,20,50,30,50,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,3,3,3,2,1,1,2,3,2,2,1,4,2,3,2,2,2,2,3,2,3,3,4,2,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,2,2,4,4,4,2,5,4,6,7,4,3,7,6,4,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,NHKからの被害者を無くすこと,直接国民の声を国政に反映させること。,,
180,三宅＝伸吾,三宅伸吾,1,0,36,1,3,1,1,57,1,7,6,5,100,50,50,75,50,65,50,100,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,2,3,3,2,3,2,3,3,2,3,3,4,3,2,4,2,4,2,4,4,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,2,4,3,3,2,1,2,2,3,5,5,5,5,2,6,7,7,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,,,,
181,尾田＝美和子,尾田美和子,1,0,36,11,1,0,2,46,0,3,6,5,50,70,70,50,50,50,70,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,4,4,4,4,3,2,4,1,2,3,4,4,2,3,5,4,3,5,4,4,5,5,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,3,2,3,5,5,4,3,5,7,7,99,5,4,5,7,99,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,,,,
182,田中＝邦明,田中邦明,0,0,36,12,1,0,1,46,0,99,99,99,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
183,らくさぶろう＝,らくさぶろう,1,0,37,1,1,0,1,54,0,16,5,4,100,0,0,100,0,50,0,100,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,3,2,3,3,2,3,3,3,3,1,3,4,4,4,1,5,3,4,2,4,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,3,3,3,1,1,1,1,1,7,7,7,7,4,7,7,7,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,災害復興と防災・減災対策,,,
