NAME,NOELEC,DISTRICT,INCUMB,TERM,PARTY,SEX,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q3_1,Q3_2,Q3_3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q5_1,Q5_2,Q5_3,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q6_16,Q6_17,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q7_14,Q7_15,Q7_16,Q7_17,Q7_18,Q7_19,Q7_20,Q7_21,Q7_22,Q7_23,Q7_24,Q7_25,Q7_26,Q7_27,Q7_28,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8
菅本和雅,0,7,1,0,7,1,0,12,3,13,5,4,1,3,12,13,2,2,3,3,3,3,4,2,3,3,3,3,2,1,3,2,2,3,5,5,4,5,5,4,4,3,3,3,4,5,4,4,3,3,3,1,2,1,2,3,3,3,3,3,1,3,5,3,5,1,3,3,5,4,3,1,4,4,2,2,1,5,10,15,0,0,5,100,60,50,50,20,5,60,15,10,20,4,3,2,5,3,2,3,4,10,10,10,35,5,50,10,65
増子輝彦,0,7,4,1,1,1,1,3,7,2,1,3,4,3,7,6,4,3,3,3,3,2,,3,2,3,3,3,3,2,3,1,1,1,1,1,1,4,5,1,1,1,1,3,2,2,4,4,1,2,2,1,3,3,1,5,4,4,5,2,1,2,2,3,1,4,2,2,1,2,3,2,5,5,1,1,2,100,50,55,50,50,100,50,50,100,50,50,0,50,65,50,70,5,4,4,4,2,2,4,5,0.5,1,1,50,30,40,30,50
稲葉修敏,0,8,1,0,4,1,0,8,1,5,3,2,1,8,1,5,3,3,3,4,3,3,3,3,3,3,3,3,3,1,,,3,4,4,5,5,5,5,2,1,1,1,3,3,3,3,3,5,5,5,1,5,5,5,5,5,5,4,1,5,3,3,3,3,5,5,1,1,3,5,3,1,2,5,3,3,0,0,0,100,0,0,0,0,0,50,0,50,50,0,0,0,5,1,5,5,5,4,1,5,100,100,100,100,100,100,100,80
大川成典,0,8,1,0,7,1,0,3,12,13,4,5,3,,,,3,3,3,3,3,3,4,3,3,3,3,3,3,1,3,,1,2,5,5,3,5,5,5,5,2,5,2,5,5,5,5,5,1,3,1,2,2,1,3,1,4,2,5,1,4,4,5,5,1,5,5,5,2,3,2,3,5,1,1,1,25,30,15,15,15,10,100,20,10,10,10,0,30,0,30,,5,2,4,4,3,3,5,2,0.1,1,0.1,95,90,95,40,70
岡田広,0,8,4,2,2,1,1,3,2,8,1,3,4,13,6,5,3,4,2,3,3,3,2,2,2,2,3,3,3,1,3,,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,1,2,1,2,1,2,2,1,3,3,3,2,1,2,1,5,3,2,2,5,3,3,1,4,2,1,3,3,0,100,50,0,0,25,25,50,50,0,0,0,25,0,100,0,4,1,4,4,3,3,2,5,80,90,80,80,80,70,80,90
郡司彰,0,8,4,2,1,1,1,5,10,3,1,5,3,5,10,3,4,3,3,3,2,2,3,3,3,3,3,3,3,1,4,5,2,1,1,3,1,3,3,1,1,2,2,1,3,1,2,2,1,3,3,1,3,3,3,3,3,3,5,2,2,3,3,3,3,4,3,2,3,3,3,2,4,3,5,2,3,95,45,40,10,75,75,50,45,45,70,70,10,50,90,45,100,4,2,2,4,3,3,2,3,100,80,100,60,60,50,60,60
中村幸樹,0,8,1,0,10,1,0,1,3,6,3,4,1,1,3,2,3,2,3,3,3,2,2,2,2,3,3,4,2,1,3,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,1,1,5,1,1,2,1,2,3,2,3,1,1,1,2,2,1,5,4,5,2,4,1,4,1,2,3,1,25,60,20,15,20,60,70,60,70,30,35,100,70,15,50,,1,2,4,3,1,1,4,4,60,10,10,90,80,85,70,90
長塚智広,0,8,1,0,1,1,0,11,6,7,5,1,2,11,6,2,4,3,3,3,3,1,3,3,3,3,3,3,3,1,3,5,3,2,2,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,40,35,10,10,10,40,30,20,35,50,55,5,10,70,30,60,3,2,3,4,3,4,4,3,10,5,1,20,20,20,20,20
上野通子,0,9,1,0,2,2,1,6,8,13,1,4,5,6,15,10,3,4,2,3,3,3,2,2,2,3,3,3,3,1,3,2,4,4,4,5,5,5,5,5,3,4,4,4,5,4,3,5,4,2,2,1,1,2,3,2,1,3,1,3,2,2,3,2,3,2,2,2,5,3,3,1,3,2,2,1,1,0,75,50,5,5,25,50,50,50,0,0,0,0,0,50,0,2,2,2,5,4,3,2,4,15,15,20,10,25,10,15,10
小池一徳,0,9,1,0,4,1,0,8,7,1,3,2,1,8,7,2,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,5,3,4,4,5,5,5,5,4,2,2,2,3,4,4,3,5,5,5,5,1,5,5,3,5,5,5,4,1,5,3,3,3,5,5,5,1,1,2,5,2,1,2,5,3,3,0,0,0,100,40,30,0,0,0,20,0,0,0,0,0,0,5,3,5,5,5,4,1,3,20,10,5,90,95,95,80,80
簗瀬進,0,9,4,2,1,1,0,3,13,8,1,4,3,12,13,11,4,3,3,3,2,1,3,3,3,3,2,3,3,1,4,3,1,1,2,3,1,3,3,2,2,1,2,1,3,1,2,2,1,3,3,2,4,4,4,4,4,4,4,3,2,3,3,4,2,3,2,2,2,3,4,3,2,5,3,2,4,90,50,50,50,50,80,50,50,50,70,70,0,50,80,50,100,4,4,4,4,3,3,4,4,90,90,50,90,80,80,70,90
店橋世津子,0,10,1,0,4,2,0,8,6,5,3,1,2,6,10,5,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,5,3,4,4,5,5,5,5,4,2,2,2,4,5,5,3,5,5,5,5,1,5,5,3,5,5,5,4,1,5,3,3,3,5,5,5,1,1,2,5,3,1,2,5,3,3,,,,100,,,,,,,,,,,,,5,3,5,5,5,4,1,3,30,50,30,100,100,100,80,100
富岡由紀夫,0,10,4,1,1,1,0,8,7,2,,,,2,3,15,4,,,,,,,,,,,,,1,,,1,1,1,4,1,,,1,1,1,1,3,5,1,,3,2,5,5,1,3,3,5,5,5,5,3,2,3,3,5,3,3,4,3,1,5,3,3,3,3,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中曽根弘文,0,10,4,4,2,1,1,15,1,6,3,1,2,6,1,14,3,4,,3,3,,,,,,,3,,1,2,,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,1,1,1,1,1,1,1,1,3,1,3,1,1,3,1,5,3,1,3,5,4,3,1,5,1,4,3,1,0,100,100,0,0,,,,,,,,,0,100,0,2,1,1,5,3,1,3,5,,,,,,,,
院田浩利,0,11,1,0,10,1,0,1,3,2,1,3,4,1,3,2,3,2,3,3,3,3,3,3,2,3,3,4,2,1,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,1,1,5,1,1,1,1,1,2,1,,1,1,1,1,2,1,5,5,5,1,3,1,1,1,1,3,1,0,40,0,0,0,30,30,40,60,50,50,100,50,0,30,0,2,2,1,3,2,3,3,4,70,35,70,70,70,80,80,80
伊藤岳,0,11,1,0,4,1,0,8,6,7,3,2,1,8,7,6,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,5,3,4,4,5,5,5,5,4,2,2,2,3,4,5,3,5,5,5,5,1,5,5,3,5,5,5,4,1,5,2,3,3,5,5,5,1,1,2,5,2,1,2,5,3,3,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,10,5,3,5,5,5,4,1,3,100,100,100,100,100,100,100,100
大野元裕,0,11,1,0,1,1,1,3,12,1,1,3,5,1,3,12,4,3,3,3,3,2,3,3,3,3,3,3,3,1,2,3,1,1,3,4,1,4,4,1,1,1,3,2,3,2,3,3,4,1,1,3,4,4,3,4,2,4,5,2,4,4,4,5,1,3,4,3,2,2,2,3,1,3,1,1,3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,5,2,3,5,3,3,4,3,1,5,1,80,80,80,50,90
小林司,0,11,1,0,7,1,0,3,8,,5,3,,3,8,,3,3,3,3,3,3,4,3,3,3,3,3,3,1,,,3,2,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,1,2,2,1,2,1,3,2,3,1,5,1,3,3,4,4,1,4,5,5,3,2,3,5,2,2,1,1,10,30,30,10,10,30,100,60,60,30,40,50,30,10,50,30,4,2,3,5,2,3,5,3,10,0,5,60,90,90,20,50
島田智哉子,0,11,4,1,1,2,0,7,6,8,5,2,1,7,6,8,4,,,,,,,,,,,,,1,,,1,1,1,3,1,3,3,1,1,1,1,1,3,1,1,3,1,2,3,2,3,3,3,3,3,5,5,3,3,3,3,3,2,3,3,4,3,3,3,3,3,4,3,2,4,,,,,,,,,,,,,,,,80,4,2,3,3,3,2,3,4,,,,,,,,
関口昌一,0,11,4,2,2,1,1,8,3,7,3,5,1,7,6,1,3,4,2,3,3,2,2,2,2,3,3,3,2,1,3,4,3,2,4,5,4,5,5,5,5,4,4,4,5,5,5,4,4,2,2,2,2,2,2,1,3,3,2,3,2,2,2,2,5,2,2,2,5,3,3,1,5,2,1,2,2,,,,,,,,,,,,,,,,,3,2,3,4,3,2,3,4,,,,,,,,
中川幸司,0,11,1,0,8,1,0,3,1,8,4,5,1,3,1,8,3,2,3,3,3,3,2,4,2,3,3,3,2,1,3,2,4,2,3,4,4,4,4,4,4,5,4,3,4,3,3,3,3,2,2,2,3,3,2,2,2,3,2,3,3,4,4,4,4,4,2,4,4,2,2,3,3,2,4,3,2,55,50,20,30,10,20,55,75,30,20,20,0,50,40,50,40,3,4,4,5,1,4,5,4,5,0,40,30,40,30,0,5
西田実仁,0,11,4,1,3,1,1,8,11,15,5,1,2,3,12,15,3,3,4,3,3,3,3,3,3,3,3,3,3,6,1,3,3,2,4,5,3,5,5,3,2,2,2,4,4,4,3,4,3,2,3,1,3,3,3,4,4,4,3,3,2,2,2,3,4,2,3,2,2,3,3,2,2,1,2,2,2,0,50,100,25,10,25,50,50,50,25,50,0,50,0,50,50,5,2,4,4,4,2,3,4,5,50,10,10,5,4,10,10
日森文尋,0,11,1,0,5,1,0,8,15,6,2,5,4,8,2,13,3,3,3,3,4,3,3,3,3,3,3,3,3,1,3,5,4,3,2,5,2,5,5,2,2,1,2,3,4,1,,5,2,5,5,1,5,5,5,5,5,5,5,1,5,1,3,3,4,5,5,1,1,4,5,5,1,2,5,1,3,40,0,0,60,100,60,0,0,0,0,50,0,0,40,0,50,5,2,5,4,4,4,2,4,10,30,30,100,80,20,80,50
猪口邦子,0,12,1,0,2,2,1,6,5,1,1,3,5,1,6,2,,4,1,,,,,,,,,,,4,1,2,5,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,1,1,2,1,2,3,2,1,4,1,1,1,2,2,1,5,1,2,1,5,3,3,1,5,3,2,3,3,50,100,100,50,50,50,50,50,100,50,50,,,50,100,50,1,3,3,4,2,1,2,4,10,30,30,100,90,70,50,50
小西洋之,0,12,1,0,1,1,1,7,3,8,5,3,2,7,3,11,4,3,,,,2,,,,,,,,1,,,1,1,2,5,1,4,4,2,2,2,3,2,2,2,2,2,2,2,5,1,3,5,4,5,4,5,5,3,1,3,2,4,2,4,3,3,3,2,4,4,3,5,4,1,2,,,,,,,,,,,,,,,,80,5,4,3,5,4,4,3,5,,,,,,,,
斉藤和子,0,12,1,0,4,2,0,8,1,11,3,2,1,8,5,1,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,5,3,4,4,5,5,5,5,4,2,2,2,4,4,5,3,5,5,5,5,1,5,5,2,5,5,5,5,1,5,2,3,2,5,5,5,1,1,2,5,2,1,2,5,3,3,0,0,0,100,25,0,0,0,0,0,0,0,0,0,0,0,5,3,5,5,5,4,1,3,100,0,50,80,40,30,40,50
椎名一保,0,12,4,2,2,1,0,8,3,7,1,3,5,2,6,7,2,4,2,3,3,2,2,2,2,2,2,3,2,1,3,4,5,2,4,5,4,5,5,5,4,5,5,5,5,5,2,5,5,1,2,2,2,1,2,1,4,5,1,2,1,1,2,1,5,4,1,4,5,5,1,1,5,2,5,1,1,60,90,80,60,30,60,60,80,80,0,0,0,50,60,80,40,1,1,1,5,4,1,2,5,,,,,,,,
清水哲,0,12,1,0,11,1,0,2,1,7,1,4,5,7,6,1,2,2,3,3,3,2,2,2,2,2,2,3,4,1,3,5,4,3,5,5,4,5,5,5,5,4,4,2,4,5,4,5,3,1,1,3,3,1,2,1,1,3,1,3,1,3,3,3,4,2,1,3,5,4,2,1,4,3,1,1,1,25,50,25,0,0,25,25,25,75,25,25,25,100,25,50,25,1,2,3,5,3,2,4,4,,,,,,,,
牧野正彦,0,12,1,0,10,1,0,8,1,3,5,4,3,8,3,1,3,,3,3,3,3,,,,3,3,4,,1,3,,4,4,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,3,1,5,3,5,1,3,1,2,1,2,2,1,0,25,0,0,0,0,50,50,50,25,25,100,50,0,50,0,2,3,2,4,2,1,4,5,10,,2,,,,,
水野賢一,0,12,1,0,7,1,1,2,12,1,4,5,,10,1,12,3,3,3,3,3,3,4,3,3,3,3,3,3,1,,,2,2,5,5,,5,5,5,5,3,,2,5,5,5,5,5,1,2,2,2,,1,2,1,,,4,,5,4,5,5,1,5,,5,3,3,2,5,4,1,1,1,,,,,,,,,,,,,,,,,,2,3,,,2,4,,,,,,,,,
道あゆみ,0,12,1,0,1,2,0,6,15,12,5,1,2,6,15,12,4,3,3,3,2,2,3,3,3,2,2,3,3,1,3,4,2,1,2,4,1,4,4,1,1,2,2,1,4,2,2,2,2,3,4,2,3,3,3,3,2,5,5,4,4,4,2,4,4,3,4,2,3,3,5,3,2,3,2,2,3,70,40,60,40,60,60,60,50,50,60,60,40,50,50,40,100,4,3,4,4,4,4,3,3,20,30,10,30,30,20,20,10
江木佐織,0,13,1,0,6,2,0,6,10,15,5,1,,6,15,7,1,3,3,3,2,4,2,2,2,2,2,3,2,1,3,4,3,2,1,4,3,4,4,1,1,2,2,2,3,2,2,2,2,3,2,2,3,3,2,2,3,4,5,3,2,2,2,2,2,3,2,2,5,4,3,1,3,3,2,3,2,50,40,10,5,5,80,40,40,40,40,40,0,30,50,30,,4,2,4,4,4,4,2,4,,,,,,,,
小川敏夫,0,13,4,2,1,1,1,3,12,11,1,2,3,12,11,3,4,3,3,3,2,2,2,2,2,2,2,3,2,3,1,2,1,1,2,4,1,4,3,2,1,1,1,1,3,1,2,4,1,3,3,2,3,4,3,4,3,5,5,2,3,2,2,4,2,3,3,1,1,2,4,2,3,5,3,1,3,70,50,50,20,50,50,30,50,50,50,30,0,20,70,20,90,5,3,5,5,3,2,3,5,3,10,1,90,80,80,60,80
小倉麻子,0,13,1,0,9,2,0,6,1,3,1,4,5,6,1,3,3,2,3,3,3,3,2,2,4,3,3,3,2,1,,,5,2,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,1,1,2,1,2,1,1,1,4,1,3,2,3,3,3,4,1,1,3,5,3,2,1,4,1,1,1,1,0,75,50,0,0,0,75,75,100,0,0,0,75,0,75,0,2,3,2,5,3,3,5,5,1,1,1,100,100,100,,100
小池晃,0,13,4,2,4,1,0,7,8,1,2,3,1,7,8,1,3,3,3,4,3,3,3,3,3,3,3,3,3,1,,,3,4,4,5,5,5,5,4,2,2,2,4,5,5,3,5,5,5,5,1,5,5,3,5,5,5,4,1,5,2,3,4,5,5,5,1,1,3,5,2,2,2,5,3,3,,25,25,100,25,25,25,25,25,25,25,25,25,25,25,25,5,2,5,4,5,4,1,3,,,,,,,,
竹谷とし子,0,13,1,0,3,2,1,2,3,11,5,2,1,2,3,11,3,3,4,3,3,3,3,3,3,3,3,3,3,1,3,2,5,2,5,5,3,5,5,2,2,4,4,5,5,5,3,5,4,2,4,1,3,3,2,5,3,4,5,4,1,1,4,3,5,1,3,3,1,2,3,2,1,1,4,3,3,,,100,,,,,,,,,,,,,,5,1,4,5,3,4,3,4,80,20,,,,,,
東海由紀子,0,13,1,0,2,2,0,3,15,8,5,1,4,15,3,,3,4,3,3,3,3,3,3,3,3,3,3,3,1,3,2,4,4,5,5,4,5,5,5,4,4,4,,,4,5,4,4,1,1,2,1,2,2,2,1,3,1,3,1,3,2,3,4,2,3,3,5,2,4,2,3,2,,2,3,50,90,50,50,50,50,50,50,50,50,50,50,50,50,90,50,2,2,3,3,2,2,4,5,,,,,,,,
中川雅治,0,13,4,1,2,1,1,3,8,6,1,5,3,2,10,6,3,4,3,3,3,3,3,2,2,3,3,3,3,1,3,5,4,3,3,5,3,5,5,5,5,4,4,4,4,3,4,4,5,1,3,1,2,2,3,3,3,4,1,3,1,1,1,1,5,3,2,1,5,3,3,1,3,3,4,3,2,10,90,50,30,10,50,30,60,50,10,10,5,10,10,90,10,1,2,4,5,3,2,2,5,10,,,,80,80,80,
又吉光雄,0,13,1,0,12,1,0,3,2,7,5,4,3,3,2,7,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,5,2,2,5,3,5,5,3,3,1,2,2,3,2,2,4,3,4,3,1,3,5,3,2,3,5,3,3,3,3,3,3,5,5,3,2,5,5,3,1,5,1,3,3,3,0,50,25,0,25,50,0,50,50,25,25,0,0,0,50,25,5,2,5,4,3,3,3,5,,,,,,,,
松田公太,0,13,1,0,7,1,1,3,2,12,5,4,3,3,8,4,3,3,3,3,3,3,4,3,3,3,3,3,3,1,,,1,2,5,5,3,5,5,4,3,2,5,2,4,3,4,5,3,2,2,1,2,3,3,3,1,4,3,4,1,3,3,5,4,1,5,4,5,3,3,2,3,5,1,1,1,30,30,25,30,30,25,100,50,25,25,40,60,25,10,25,20,5,2,2,4,3,3,5,2,10,10,20,60,90,80,30,60
森原秀樹,0,13,1,0,5,1,0,1,3,8,1,2,5,1,2,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,4,1,3,1,5,2,4,4,1,1,1,1,2,3,2,2,5,3,5,5,1,5,5,5,5,5,5,5,1,5,3,2,3,5,5,5,1,1,3,5,5,1,3,5,2,2,40,25,0,30,90,75,0,0,0,25,50,0,0,40,0,,5,4,4,4,5,4,2,4,0.7,3,0.2,80,100,100,100,100
矢内筆勝,0,13,1,0,10,1,0,1,6,3,1,5,3,1,6,11,3,2,3,3,3,2,3,3,2,3,3,4,2,1,3,,2,4,5,5,4,5,5,5,5,5,4,5,5,5,4,5,4,1,1,4,1,1,1,1,1,2,1,3,1,1,1,2,1,1,5,4,5,2,3,1,3,1,1,5,1,10,50,5,0,0,70,50,50,75,25,50,100,85,25,70,0,1,2,3,3,2,1,3,3,,,,,,,,
蓮舫,0,13,4,1,1,2,1,12,,,3,2,4,12,6,7,4,3,3,3,3,2,3,3,3,3,3,3,3,4,,,1,1,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,2,4,1,2,2,4,4,2,4,5,4,2,4,4,4,1,4,2,2,5,4,2,2,2,5,4,1,3,,,,,,,,,,,,,,,,100,5,2,4,4,4,3,3,5,,,,,,,,
金子洋一,0,14,4,1,1,1,1,3,6,12,,,,3,12,1,4,2,3,3,3,1,3,3,2,2,1,3,2,1,3,,1,2,1,5,2,,,4,4,4,2,2,4,2,4,4,4,1,2,2,3,2,2,2,4,3,2,2,2,2,2,3,4,2,2,2,5,4,4,1,3,2,2,3,2,,,,,,,,,,,,,,,,,2,2,4,3,2,2,2,4,5,5,10,5,5,5,10,60
加藤文康,0,14,1,0,10,1,0,1,3,2,4,1,3,1,3,2,3,2,3,3,3,3,3,2,2,3,3,4,3,1,5,2,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,1,1,3,1,1,1,1,1,1,1,5,1,1,1,4,1,1,5,4,5,1,4,1,5,2,1,3,1,0,50,40,0,0,40,30,40,50,20,40,100,50,0,50,0,2,4,4,2,1,1,5,5,50,50,30,60,60,60,50,80
小泉昭男,0,14,4,1,2,1,1,3,5,1,1,,,5,2,13,,4,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,1,1,2,2,2,4,1,2,1,2,2,1,5,5,2,1,5,3,3,1,5,3,2,3,3,0,100,,0,0,,,,,0,0,0,0,0,100,0,1,3,2,4,2,3,3,3,,,,,,,,
千葉景子,0,14,4,4,1,2,0,6,7,8,3,2,5,15,6,9,4,3,3,3,1,1,3,3,3,3,1,3,3,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,1,3,5,3,4,5,3,3,2,2,4,2,4,3,1,1,2,4,3,1,3,4,1,4,,,,,,,,,,,,,,,,85,5,2,5,4,4,4,3,,,,,,,,,
中西健治,0,14,1,0,7,1,1,3,12,13,3,4,5,15,3,8,3,3,3,3,3,3,4,3,3,3,3,3,3,1,,,1,2,5,5,4,5,5,5,5,3,5,3,5,5,4,5,4,2,2,1,3,3,2,4,2,4,1,4,1,3,3,4,4,1,4,4,5,1,2,1,4,4,1,3,1,0,10,0,10,0,0,100,60,20,10,10,0,50,0,0,10,5,2,3,4,3,3,5,3,5,5,5,100,90,75,25,75
畑野君枝,0,14,2,1,4,2,0,8,6,1,3,2,1,6,8,1,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,5,3,4,4,5,5,5,5,4,2,2,2,3,4,5,3,5,5,5,5,1,5,5,2,5,5,5,4,1,5,2,3,3,5,5,5,1,1,2,5,2,1,2,5,3,3,0,0,0,100,20,0,0,0,0,0,0,0,0,0,0,0,5,3,5,5,5,4,1,3,30,50,10,10,70,60,50,70
松田学,0,14,1,0,9,1,0,15,2,7,4,3,5,2,7,3,,,,3,,,,2,4,,,,1,1,5,3,5,4,2,5,3,5,5,4,2,2,3,4,4,5,3,4,4,2,1,3,1,1,3,1,1,5,2,1,1,1,4,3,5,5,1,3,5,2,2,1,5,1,3,2,1,40,60,50,50,50,60,50,50,100,20,20,20,50,20,50,25,1,4,3,5,2,3,4,5,5,5,1,70,80,70,0,50
笠巻健也,0,15,1,0,10,1,0,1,3,2,4,5,1,3,1,2,3,2,3,3,3,3,2,2,2,2,2,4,2,1,3,2,4,4,5,5,5,5,5,5,5,5,5,5,3,5,3,4,5,1,1,5,1,1,1,1,1,1,1,3,1,2,1,4,3,1,5,5,5,1,3,1,5,1,2,3,2,0,50,0,0,0,0,50,50,50,50,0,100,50,0,50,0,1,2,4,2,1,1,5,5,,,,,,,,
近藤正道,0,15,4,1,13,1,0,8,6,5,5,1,3,8,10,14,1,3,3,3,1,1,3,3,3,1,1,3,3,1,4,3,2,1,1,4,1,4,3,1,1,2,1,1,3,1,2,3,3,5,5,1,5,5,4,5,5,5,5,2,5,2,1,4,4,5,5,1,1,2,5,4,1,1,5,1,1,70,0,0,0,80,75,0,0,0,50,70,0,0,75,0,75,5,3,5,2,5,4,1,3,,,,,,,,
武田勝利,0,15,1,0,4,1,0,1,7,11,3,2,1,8,5,7,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,5,3,4,5,5,5,5,5,4,2,2,2,3,4,5,3,5,5,5,5,1,5,5,3,5,5,5,4,1,5,3,3,3,5,5,5,1,1,3,5,2,1,2,5,3,3,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,5,5,4,1,3,10,30,10,40,30,30,30,30
田中直紀,0,15,4,2,1,1,1,3,5,8,1,5,3,5,3,1,4,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,2,2,1,3,3,2,5,3,5,5,2,1,2,2,2,4,5,,2,5,3,5,2,5,1,1,1,,,,,,,,,,,,,,,,,,5,,,,,,,5,,,,,,,,
中原八一,0,15,1,0,2,1,1,3,5,6,1,3,5,3,5,6,3,4,2,3,3,3,2,3,2,3,3,3,,1,3,4,3,2,5,5,3,5,5,5,4,5,3,4,5,3,2,5,3,1,1,2,1,1,2,2,2,3,1,2,2,1,1,1,5,1,2,2,5,2,4,1,5,2,2,1,1,0,100,80,0,0,0,30,0,20,0,0,0,0,0,100,0,2,4,4,4,2,2,2,5,10,10,40,100,80,80,80,80
相本芳彦,0,16,1,0,1,1,0,3,8,6,3,5,1,6,3,5,4,3,3,3,1,1,2,3,3,1,1,3,3,1,4,3,1,1,2,3,1,3,2,1,1,1,1,3,3,1,2,3,1,5,4,1,3,3,3,4,3,4,5,3,2,2,2,3,1,4,4,2,3,3,4,1,2,3,3,1,5,100,0,0,0,70,90,10,10,0,80,80,0,60,100,0,90,5,4,3,4,3,4,2,4,5,20,20,30,15,15,15,20
高橋渡,0,16,1,0,4,1,0,8,1,7,1,5,3,8,1,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,,5,4,4,5,4,5,5,3,2,2,3,3,5,4,5,5,4,5,5,1,5,5,4,5,5,5,3,1,5,2,3,3,5,5,5,1,1,3,4,4,1,2,5,3,3,,,,100,,,,,,,,,,,,,5,3,5,5,5,5,2,3,10,30,20,50,30,20,50,20
野上浩太郎,0,16,3,1,2,1,1,3,2,6,5,3,1,2,3,6,,4,1,3,,,,,,,,,,1,3,2,4,3,4,5,4,5,5,4,4,5,3,5,5,4,3,5,4,2,3,3,3,3,2,2,2,3,2,3,2,2,2,2,4,3,3,2,5,3,3,1,5,2,3,3,3,0,75,50,0,0,25,50,50,50,0,10,10,25,0,75,,2,2,3,4,3,2,3,4,100,100,100,100,100,100,100,100
岡田直樹,0,17,4,1,2,1,1,,,,,,,,,,,4,,,,,,,,,,,,,,,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,1,2,1,2,2,2,1,4,1,1,1,2,2,1,5,2,3,1,5,3,3,1,4,3,2,3,3,,,,,,,,,,,,,,,,,1,2,2,4,2,3,3,3,,,,,,,,
近松美喜子,0,17,1,0,4,2,0,8,7,6,2,5,1,6,7,8,3,3,3,4,3,3,3,3,3,3,3,3,3,1,,,3,5,4,5,5,5,5,,2,2,2,4,4,5,4,5,5,5,5,1,5,5,5,5,5,5,4,1,5,1,4,4,4,5,5,1,1,4,5,5,1,2,5,3,3,20,20,10,100,30,20,20,20,15,15,10,0,0,0,10,20,5,1,5,5,5,3,2,3,90,60,100,90,60,90,90,80
西原啓,0,17,1,0,1,1,0,15,8,3,3,1,,3,12,1,4,,,,1,1,,,,,,,,1,3,,1,1,1,4,2,3,3,2,2,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,4,3,4,2,2,3,3,3,2,4,3,3,3,3,3,2,4,3,3,3,4,100,50,50,50,50,50,50,50,50,50,50,50,50,100,50,100,3,3,3,4,3,3,3,3,,,,,,,,
井ノ部航太,0,18,1,0,1,1,0,3,8,7,3,5,1,11,3,8,4,3,2,3,1,1,2,2,2,1,1,3,2,1,3,2,1,1,1,4,1,4,4,1,1,2,1,3,4,1,1,3,1,2,4,1,1,4,2,2,2,3,5,2,1,2,3,3,3,4,2,2,4,2,2,2,4,5,2,1,4,90,10,40,10,70,80,60,30,30,85,90,10,50,90,0,100,4,4,2,5,3,3,2,4,2,20,1,80,90,90,60,80
